,Unnamed: 0,compound_id,assay_id,compound_molregno,assay_organism,td_organism,relationship_type,standard_relation,standard_value,standard_units,standard_type,activity_comment,doc_id,tid,parent_type,target_type,confidence_score,pref_name
706,42217,CHEMBL3893277,CHEMBL3882753,2102648,Homo sapiens,Homo sapiens,D,=,10.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
707,42218,CHEMBL3972001,CHEMBL3882753,2181372,Homo sapiens,Homo sapiens,D,=,10.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
708,42219,CHEMBL3907455,CHEMBL3882753,2116826,Homo sapiens,Homo sapiens,D,>=,50.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
709,42220,CHEMBL3960196,CHEMBL3882753,2169567,Homo sapiens,Homo sapiens,D,=,10.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
710,42221,CHEMBL3904457,CHEMBL3882753,2113828,Homo sapiens,Homo sapiens,D,>=,50.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
711,42222,CHEMBL3974234,CHEMBL3882753,2183605,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Determined,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
712,42223,CHEMBL3986794,CHEMBL3882753,2196165,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Determined,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
713,42224,CHEMBL3901395,CHEMBL3882753,2110766,Homo sapiens,Homo sapiens,D,,,,Inhibition,Not Determined,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
714,42225,CHEMBL3980490,CHEMBL3882753,2189861,Homo sapiens,Homo sapiens,D,>=,50.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
715,42226,CHEMBL3903383,CHEMBL3882753,2112754,Homo sapiens,Homo sapiens,D,,,,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
716,42227,CHEMBL3967361,CHEMBL3882753,2176732,Homo sapiens,Homo sapiens,D,>=,50.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
717,42228,CHEMBL3981088,CHEMBL3882753,2190459,Homo sapiens,Homo sapiens,D,>=,50.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
718,42229,CHEMBL3920290,CHEMBL3882753,2129661,Homo sapiens,Homo sapiens,D,>=,50.0,%,Inhibition,,102409,11542,PROTEIN,SINGLE PROTEIN,9,Cytochrome P450 21
